D,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,installer,installBaseSnapshot(Lorg/apache/maven/artifact/Artifact;Lorg/apache/maven/artifact/repository/ArtifactRepository;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,165,165
C,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,repositoryLayouts,NO_METHOD,d6b4b575fb251c418f5f6438419648b4690191de,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,99,99
D,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,installer,installArtifact(Lorg/apache/maven/artifact/Artifact;Lorg/apache/maven/artifact/repository/ArtifactRepository;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,133,133
D,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,installer,NO_METHOD,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,133,133
D,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,repositoryFactory,execute()V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,97,97
C,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,repositoryLayouts,execute()V,d6b4b575fb251c418f5f6438419648b4690191de,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,100,100
D,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,repositoryFactory,NO_METHOD,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,97,97
D,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,13,maven-dependency-plugin,NO_FIELD,findDeleteTarget(Lorg/apache/maven/artifact/Artifact;)Ljava/io/File;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,416,416
P,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,maven-dependency-plugin,NO_FIELD,refreshDependenciesForProject(Lorg/apache/maven/project/MavenProject;Ljava/util/List;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,378,378
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,NO_FIELD,refreshDependenciesForProject(Lorg/apache/maven/project/MavenProject;Ljava/util/List;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,346,346
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,project,getProject()Lorg/apache/maven/project/MavenProject;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/TreeMojo.java,301,301
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,rootNode,getDependencyTree()Lorg/apache/maven/shared/dependency/tree/DependencyNode;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/TreeMojo.java,311,311
D,DLS_DEAD_LOCAL_STORE,2,17,maven-dependency-plugin,NO_FIELD,serialiseDependencyTree(Lorg/apache/maven/shared/dependency/tree/DependencyNode;)Ljava/lang/String;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/TreeMojo.java,350,350
C,NP_UNWRITTEN_FIELD,3,11,maven-dependency-plugin,artifactRepositoryManager,getLocal()Lorg/apache/maven/artifact/repository/ArtifactRepository;,43e104e2840980bb3ac6b38b93a8e63fb14acff6,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,387,387
V,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,artifactItems,setArtifactItems(Ljava/util/ArrayList;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,416,416
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,artifactItems,getArtifactItems()Ljava/util/ArrayList;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,407,407
C,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,artifactRepositoryManager,NO_METHOD,43e104e2840980bb3ac6b38b93a8e63fb14acff6,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,387,387
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,NO_FIELD,getProcessedArtifactItems(Z)Ljava/util/ArrayList;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,157,157
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,artifact,getArtifact()Lorg/apache/maven/artifact/Artifact;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/ArtifactItem.java,315,315
V,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,artifact,setArtifact(Lorg/apache/maven/artifact/Artifact;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/ArtifactItem.java,324,324
D,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,20,maven-dependency-plugin,outputScope,NO_METHOD,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependenciesMojo.java,70,70
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,results,getResults()Lorg/apache/maven/plugin/dependency/utils/DependencyStatusSets;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependenciesMojo.java,93,93
I,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,NO_FIELD,execute()V,28cb9f76057317cc17c5d4c9cadb4f495671f08c,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,87,87
C,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,remotePluginRepositories,NO_METHOD,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,189,189
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,NO_FIELD,execute()V,28cb9f76057317cc17c5d4c9cadb4f495671f08c,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,85,85
C,UWF_UNWRITTEN_FIELD,3,15,maven-dependency-plugin,excludeTransitive,NO_METHOD,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,106,106
V,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,writer,<init>(Ljava/io/Writer;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/treeSerializers/AbstractSerializingVisitor.java,50,50
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,unResolvedDependencies,getUnResolvedDependencies()Ljava/util/Set;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java,120,120
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,skippedDependencies,getSkippedDependencies()Ljava/util/Set;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java,96,96
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,resolvedDependencies,getResolvedDependencies()Ljava/util/Set;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java,72,72
D,DCN_NULLPOINTER_EXCEPTION,2,17,maven-dependency-plugin,NO_FIELD,getOutput(ZZ)Ljava/lang/String;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java,166,166
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,NO_FIELD,write(Ljava/lang/String;Ljava/io/File;Lorg/apache/maven/plugin/logging/Log;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,182,182
I,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,NO_FIELD,write(Ljava/lang/String;Ljava/io/File;Lorg/apache/maven/plugin/logging/Log;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,188,188
V,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,handler,<init>(ZZZLorg/apache/maven/plugin/dependency/utils/markers/MarkerHandler;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/filters/MarkerFileFilter.java,60,60
D,DCN_NULLPOINTER_EXCEPTION,2,17,maven-dependency-plugin,NO_FIELD,setMarker()V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java,108,108
V,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,artifact,<init>(Lorg/apache/maven/artifact/Artifact;Ljava/io/File;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java,50,50
V,EI_EXPOSE_REP,2,18,maven-dependency-plugin,artifact,getArtifact()Lorg/apache/maven/artifact/Artifact;,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java,148,148
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,NO_FIELD,setMarker()V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java,114,114
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,NO_FIELD,setMarker()V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java,106,106
V,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,artifact,setArtifact(Lorg/apache/maven/artifact/Artifact;)V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java,157,157
D,DCN_NULLPOINTER_EXCEPTION,2,17,maven-dependency-plugin,NO_FIELD,setMarker()V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/SourcesFileMarkerHandler.java,143,143
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,NO_FIELD,setMarker()V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/SourcesFileMarkerHandler.java,150,150
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,NO_FIELD,setMarker()V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/SourcesFileMarkerHandler.java,154,154
B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,NO_FIELD,setMarker()V,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/utils/markers/SourcesFileMarkerHandler.java,141,141
